enrollment_date,mode,YearOfBirth,Dose,n_points,b_original,C,ka,kb,tau,rms_error,note,error,C_init,ka_init,delta_k_init,tau_init,s_min,s_max,s_mean,logh_min,logh_max,logh_mean,h_first1,h_first2,h_last2,h_last1,t_first1,t_first2,t_last2,t_last1,iso_week_first,iso_week_last,optimizer_success,optimizer_fun,optimizer_nfev,optimizer_nit,optimizer_message,param_C_valid,param_ka_valid,param_kb_valid,param_tau_valid
2022_06,slope7_lm,1930,1,113,-0.005799699,-5.046762169,-0.061318963,-0.002532569,7.458998334,0.543331703,,,-5.195861667,-0.352579216,0.153122114,37.33333333,0,112,56,-7.324489943,-4.61435043,-5.596146044,0.005841138,0.004105578,0.004686044,0.001877935,0,1,111,112,2022-06,2024-16,,,,,,,,,
2022_06,slope8,1930,1,113,-0.005799699,-5.142441129,-0.013664027,-0.001094191,37.99864664,0.550318405,,,-5.239762655,-0.013198321,0.00943661,38,0,114,56.80530973,-7.324489943,-4.61435043,-5.596146044,0.005841138,0.004105578,0.004686044,0.001877935,0,1,113,114,2022-06,2024-16,TRUE,24.31940226,375,11,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2022_06,linear,1930,2,115,-0.002200542,-5.793996203,,,,0.176195823,linear_fit_t_mean=57.000000,,,,,,0,114,57,-6.364524014,-5.290511155,-5.771642089,0.004647937,0.005039184,0.002301377,0.002727227,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_success,1930,2,115,-0.002200542,-5.258881919,-0.074178524,-0.001363555,6.353977667,0.161270874,,,-5.338528601,0.080820674,0.01671235,38,0,114,57,-6.364524014,-5.290511155,-5.771642089,0.004647937,0.005039184,0.002301377,0.002727227,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_lm,1930,2,115,-0.002200542,-5.258803721,-0.074224072,-0.001363972,6.350644115,0.161270873,,,-5.338528601,0.080820674,0.01671235,38,0,114,57,-6.364524014,-5.290511155,-5.771642089,0.004647937,0.005039184,0.002301377,0.002727227,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope8,1930,2,115,-0.002200542,-5.458597848,-0.014207072,0.001583555,37.99983731,0.166065248,,,-5.486756347,-0.010201326,0.011184757,38,0,114,57,-6.364524014,-5.290511155,-5.771642089,0.004647937,0.005039184,0.002301377,0.002727227,0,1,113,114,2022-06,2024-16,FALSE,7.159926077,465,27,ABNORMAL: ,TRUE,TRUE,TRUE,TRUE
2022_06,linear,1930,3,115,0.002470407,-6.204555188,,,,0.118941081,linear_fit_t_mean=57.000000,,,,,,0,114,57,-6.576923721,-5.773546409,-6.196659647,0.001701453,0.001785108,0.002226655,0.002078655,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_success,1930,3,115,0.002470407,-6.328572669,0.002314287,0.002314304,0.684822453,0.118565557,,,-6.337278036,0.047996384,0.001,38,0,114,57,-6.576923721,-5.773546409,-6.196659647,0.001701453,0.001785108,0.002226655,0.002078655,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_lm_invalid_params,1930,3,115,0.002470407,-6.379919422,0.005038848,0.890226113,-18553.2896,,invalid parameters from LM slope7 fit,,-6.337278036,0.047996384,0.001,38,0,114,57,-6.576923721,-5.773546409,-6.196659647,0.001701453,0.001785108,0.002226655,0.002078655,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope8,1930,3,100,0.002470407,-6.29572493,0.001920891,0.001920891,32.99985107,0.124029508,,,-6.665470365,0.001914844,0.0001,33,0,114,57,-6.576923721,-5.773546409,-6.196659647,0.001701453,0.001785108,0.002226655,0.002078655,0,1,113,114,2022-06,2024-16,FALSE,4.652129697,390,10,ABNORMAL: ,TRUE,TRUE,TRUE,TRUE
2022_06,linear,1940,0,115,-0.002950437,-6.704875409,,,,0.183852669,linear_fit_t_mean=57.000000,,,,,,0,114,57,-7.097560781,-5.994985959,-6.678122605,0.002491212,0.002248212,0.001096546,0.001035313,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_success,1940,0,115,-0.002950437,-5.950339458,-0.117340883,-0.001457438,5.891601886,0.154445688,,,-6.077435332,-0.102634039,0.161087167,38,0,114,57,-7.097560781,-5.994985959,-6.678122605,0.002491212,0.002248212,0.001096546,0.001035313,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_lm,1940,0,115,-0.002950437,-5.950348161,-0.117335419,-0.001457396,5.891832047,0.154445688,,,-6.077435332,-0.102634039,0.161087167,38,0,114,57,-7.097560781,-5.994985959,-6.678122605,0.002491212,0.002248212,0.001096546,0.001035313,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope8,1940,0,115,-0.002950437,-6.260627121,-0.020082119,0.003097603,37.9993618,0.163245941,,,-6.321761414,-0.011858651,0.013851679,38,0,114,57,-7.097560781,-5.994985959,-6.678122605,0.002491212,0.002248212,0.001096546,0.001035313,0,1,113,114,2022-06,2024-16,TRUE,7.589680892,465,29,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2022_06,linear,1940,1,115,-0.002153514,-6.413816315,,,,0.489512849,linear_fit_t_mean=57.000000,,,,,,0,114,57,-8.150179263,-5.044968849,-6.441980175,0.006441661,0.003620382,0.003452609,0.001886793,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_success,1940,1,115,-0.002153514,-5.173976789,-0.25375575,-0.001422785,4.937945808,0.45358178,,,-5.362919392,-0.576207021,0.501797466,38,0,114,57,-8.150179263,-5.044968849,-6.441980175,0.006441661,0.003620382,0.003452609,0.001886793,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_lm,1940,1,115,-0.002153514,-5.174003869,-0.253735154,-0.001422674,4.93827466,0.453581781,,,-5.362919392,-0.576207021,0.501797466,38,0,114,57,-8.150179263,-5.044968849,-6.441980175,0.006441661,0.003620382,0.003452609,0.001886793,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope8,1940,1,115,-0.002153514,-6.009370247,-0.021701004,0.004566691,38.00299162,0.465049838,,,-5.859379,-0.021108591,0.029256297,38,0,114,57,-8.150179263,-5.044968849,-6.441980175,0.006441661,0.003620382,0.003452609,0.001886793,0,1,113,114,2022-06,2024-16,TRUE,19.11517428,380,17,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2022_06,linear,1940,2,115,-0.00260207,-6.827406735,,,,0.1665203,linear_fit_t_mean=57.000000,,,,,,0,114,57,-7.190861276,-6.197905509,-6.802979023,0.002033686,0.001936305,0.00099505,0.000855454,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_success,1940,2,115,-0.00260207,-6.195613586,-0.113049966,-0.001054994,5.138914292,0.144725022,,,-6.301102485,-0.049068154,0.001,38,0,114,57,-7.190861276,-6.197905509,-6.802979023,0.002033686,0.001936305,0.00099505,0.000855454,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_lm_invalid_params,1940,2,115,-0.00260207,-6.557501092,-0.008169468,-2.804147576,-27654.16956,,invalid parameters from LM slope7 fit,,-6.301102485,-0.049068154,0.001,38,0,114,57,-7.190861276,-6.197905509,-6.802979023,0.002033686,0.001936305,0.00099505,0.000855454,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope8,1940,2,115,-0.00260207,-6.510506098,-0.015999563,0.003355278,38.00000426,0.155556645,,,-6.50064432,-0.011771558,0.01169807,38,0,114,57,-7.190861276,-6.197905509,-6.802979023,0.002033686,0.001936305,0.00099505,0.000855454,0,1,113,114,2022-06,2024-16,TRUE,6.899093789,375,19,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2022_06,linear,1940,3,115,0.002533347,-7.356835668,,,,0.115382356,linear_fit_t_mean=57.000000,,,,,,0,114,57,-7.757222199,-6.990065759,-7.354387462,0.000495112,0.000514347,0.000620501,0.00060658,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_success,1940,3,115,0.002533347,-7.508803394,0.002709051,0.002709051,0.001003796,0.115208825,,,-7.598965127,0.03811263,0.001,38,0,114,57,-7.757222199,-6.990065759,-7.354387462,0.000495112,0.000514347,0.000620501,0.00060658,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_lm_invalid_params,1940,3,115,0.002533347,-7.585577572,0.006784006,2.166829073,-30248.75609,,invalid parameters from LM slope7 fit,,-7.598965127,0.03811263,0.001,38,0,114,57,-7.757222199,-6.990065759,-7.354387462,0.000495112,0.000514347,0.000620501,0.00060658,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope8,1940,3,100,0.002533347,-7.458899337,0.002079842,0.002079842,32.99988171,0.116765527,,,-7.802293514,0.002267574,0.0001,33,0,114,57,-7.757222199,-6.990065759,-7.354387462,0.000495112,0.000514347,0.000620501,0.00060658,0,1,113,114,2022-06,2024-16,TRUE,4.557456603,275,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2022_06,linear,1950,0,115,-0.002478243,-7.6050522,,,,0.160324184,linear_fit_t_mean=57.000000,,,,,,0,114,57,-7.972312053,-7.01406922,-7.599670195,0.000899142,0.000769595,0.000457296,0.000413617,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_success,1950,0,115,-0.002478243,-6.982842553,-0.093804322,-0.00149894,6.10861042,0.137978057,,,-7.117530449,-0.155576789,0.078936808,38,0,114,57,-7.972312053,-7.01406922,-7.599670195,0.000899142,0.000769595,0.000457296,0.000413617,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_lm,1950,0,115,-0.002478243,-6.982883635,-0.093779448,-0.001498731,6.109984653,0.137978058,,,-7.117530449,-0.155576789,0.078936808,38,0,114,57,-7.972312053,-7.01406922,-7.599670195,0.000899142,0.000769595,0.000457296,0.000413617,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope8,1950,0,115,-0.002478243,-7.175415558,-0.01897557,0.002724803,37.99871397,0.145903047,,,-7.291224904,-0.009974732,0.011974364,38,0,114,57,-7.972312053,-7.01406922,-7.599670195,0.000899142,0.000769595,0.000457296,0.000413617,0,1,113,114,2022-06,2024-16,TRUE,6.436901322,400,22,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2022_06,linear,1950,1,110,-0.002431496,-7.176760425,,,,0.441454292,linear_fit_t_mean=57.000000,,,,,,0,113,55.34545455,-8.665785593,-6.373319547,-7.243700102,0.001699813,0.001020929,0.000554836,0.00018498,0,1,112,113,2022-06,2024-15,,,,,,,,,
2022_06,slope7_success,1950,1,110,-0.002431496,-6.384146934,-0.230350137,-0.001731085,3.473308317,0.423432316,,,-6.665326192,-0.509805369,0.001,36.33333333,0,109,54.5,-8.665785593,-6.373319547,-7.243700102,0.001699813,0.001020929,0.000554836,0.00018498,0,1,108,109,2022-06,2024-15,,,,,,,,,
2022_06,slope7_lm,1950,1,110,-0.002431496,-7.062008636,-0.003594828,3.866534412,541114.5916,0.435118666,,,-6.665326192,-0.509805369,0.001,36.33333333,0,109,54.5,-8.665785593,-6.373319547,-7.243700102,0.001699813,0.001020929,0.000554836,0.00018498,0,1,108,109,2022-06,2024-15,,,,,,,,,
2022_06,slope8,1950,1,110,-0.002431496,-6.894119522,-0.01402953,0.002492242,37.66616744,0.442481903,,,-6.92751127,-0.015290924,0.014651985,37.66666667,0,113,55.34545455,-8.665785593,-6.373319547,-7.243700102,0.001699813,0.001020929,0.000554836,0.00018498,0,1,112,113,2022-06,2024-15,TRUE,18.21919049,905,32,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2022_06,linear,1950,2,115,-0.002058744,-7.832132979,,,,0.144490911,linear_fit_t_mean=57.000000,,,,,,0,114,57,-8.266871122,-7.393838396,-7.830572307,0.000547131,0.000564199,0.000385622,0.000268839,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_success,1950,2,115,-0.002058744,-7.470360762,-0.044973886,-0.00122396,7.109992622,0.137239724,,,-7.521282659,0.030717079,0.001,38,0,114,57,-8.266871122,-7.393838396,-7.830572307,0.000547131,0.000564199,0.000385622,0.000268839,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_lm,1950,2,115,-0.002058744,-7.651707487,-0.005107207,5.169743594,100267.0219,0.142295291,,,-7.521282659,0.030717079,0.001,38,0,114,57,-8.266871122,-7.393838396,-7.830572307,0.000547131,0.000564199,0.000385622,0.000268839,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope8,1950,2,115,-0.002058744,-7.5465515,-0.013596311,0.002289301,37.99955676,0.142805921,,,-7.605900459,-0.008087351,0.006643092,38,0,114,57,-8.266871122,-7.393838396,-7.830572307,0.000547131,0.000564199,0.000385622,0.000268839,0,1,113,114,2022-06,2024-16,TRUE,6.345395484,500,28,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2022_06,linear,1950,3,115,0.003007472,-8.345389342,,,,0.122775088,linear_fit_t_mean=57.000000,,,,,,0,114,57,-8.752459454,-8.033071851,-8.349222639,0.000171911,0.000158072,0.000220796,0.000237947,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_success,1950,3,115,0.003007472,-8.514081903,0.002892249,0.002892264,0.355894748,0.122655607,,,-8.699098944,-0.083925058,0.055076443,38,0,114,57,-8.752459454,-8.033071851,-8.349222639,0.000171911,0.000158072,0.000220796,0.000237947,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_lm,1950,3,115,0.003007472,-8.712369622,0.022243758,0.000637123,18.02618372,0.109604844,,,-8.699098944,-0.083925058,0.055076443,38,0,114,57,-8.752459454,-8.033071851,-8.349222639,0.000171911,0.000158072,0.000220796,0.000237947,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope8,1950,3,100,0.003007472,-8.4728327,0.002430863,0.002430863,32.99990462,0.119842652,,,-8.784853922,0.002087936,0.0001,33,0,114,57,-8.752459454,-8.033071851,-8.349222639,0.000171911,0.000158072,0.000220796,0.000237947,0,1,113,114,2022-06,2024-16,FALSE,4.792792225,350,14,ABNORMAL: ,TRUE,TRUE,TRUE,TRUE
2022_06,linear,1960,0,115,-0.002675751,-8.66766746,,,,0.174127093,linear_fit_t_mean=57.000000,,,,,,0,114,57,-9.291655346,-8.162223453,-8.675876058,0.00024885,0.000199874,0.000138413,0.000196123,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_success,1960,0,115,-0.002675751,-8.355233505,-0.060636748,-0.001847457,3.806108279,0.171029985,,,-8.438470253,-0.219162976,0.393483578,38,0,114,57,-9.291655346,-8.162223453,-8.675876058,0.00024885,0.000199874,0.000138413,0.000196123,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_lm,1960,0,115,-0.002675751,-8.355270973,-0.060598267,-0.001847333,3.808123912,0.171029985,,,-8.438470253,-0.219162976,0.393483578,38,0,114,57,-9.291655346,-8.162223453,-8.675876058,0.00024885,0.000199874,0.000138413,0.000196123,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope8,1960,0,115,-0.002675751,-8.501821473,-0.004477533,-0.001788219,37.99994276,0.173048801,,,-8.527481524,-0.003342811,0.003288239,38,0,114,57,-9.291655346,-8.162223453,-8.675876058,0.00024885,0.000199874,0.000138413,0.000196123,0,1,113,114,2022-06,2024-16,TRUE,7.910960537,205,9,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2022_06,linear,1960,1,101,-0.004227419,-8.102929789,,,,0.532743092,linear_fit_t_mean=57.000000,,,,,,0,114,56.65346535,-9.028098811,-7.229113834,-8.165910649,0.000358852,0.000598444,0.000123518,0.000370691,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_success,1960,1,101,-0.004227419,-7.723808559,-0.026680738,0.002306282,25.82888645,0.521285016,,,-7.530638814,0.511423908,0.001,33.33333333,0,100,50,-9.028098811,-7.229113834,-8.165910649,0.000358852,0.000598444,0.000123518,0.000370691,0,1,99,100,2022-06,2024-16,,,,,,,,,
2022_06,slope7_lm,1960,1,101,-0.004227419,-7.809334575,-0.014083411,4.719014986,22782.87927,0.522144858,,,-7.530638814,0.511423908,0.001,33.33333333,0,100,50,-9.028098811,-7.229113834,-8.165910649,0.000358852,0.000598444,0.000123518,0.000370691,0,1,99,100,2022-06,2024-16,,,,,,,,,
2022_06,slope8,1960,1,101,-0.004227419,-7.563463821,-0.027766456,0.003682516,37.8755343,0.52568274,,,-7.707040555,-0.017630778,0.019419787,38,0,114,56.65346535,-9.028098811,-7.229113834,-8.165910649,0.000358852,0.000598444,0.000123518,0.000370691,0,1,113,114,2022-06,2024-16,TRUE,21.49313668,600,27,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2022_06,linear,1960,2,115,-0.000424285,-9.070092928,,,,0.182495229,linear_fit_t_mean=57.000000,,,,,,0,114,57,-9.558825201,-8.649775574,-9.052161774,0.000146721,0.000143407,9.12E-05,0.000138582,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_success,1960,2,115,-0.000424285,-8.861242268,-0.019714128,0.002505409,17.87036294,0.171358917,,,-8.892258395,-0.022846121,0.162753461,38,0,114,57,-9.558825201,-8.649775574,-9.052161774,0.000146721,0.000143407,9.12E-05,0.000138582,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_lm,1960,2,115,-0.000424285,-8.86124384,-0.019713759,0.002505447,17.87072951,0.171358917,,,-8.892258395,-0.022846121,0.162753461,38,0,114,57,-9.558825201,-8.649775574,-9.052161774,0.000146721,0.000143407,9.12E-05,0.000138582,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope8,1960,2,115,-0.000424285,-8.833762396,-0.016361248,0.006916715,37.97691942,0.174304321,,,-8.89999931,-0.008577299,0.010136307,38,0,114,57,-9.558825201,-8.649775574,-9.052161774,0.000146721,0.000143407,9.12E-05,0.000138582,0,1,113,114,2022-06,2024-16,TRUE,8.021889933,760,27,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2022_06,linear,1960,3,115,0.003567777,-9.342874705,,,,0.145260545,linear_fit_t_mean=57.000000,,,,,,0,114,57,-9.842718584,-9.023647607,-9.355657556,5.31E-05,5.98E-05,7.55E-05,0.00010734,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_success,1960,3,115,0.003567777,-9.557601868,0.003542883,0.003542883,0.001,0.14469465,,,-9.773527629,0.117842812,0.001,38,0,114,57,-9.842718584,-9.023647607,-9.355657556,5.31E-05,5.98E-05,7.55E-05,0.00010734,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_lm_invalid_params,1960,3,115,0.003567777,-9.629058327,0.007333028,0.72944824,-10894.16117,,invalid parameters from LM slope7 fit,,-9.773527629,0.117842812,0.001,38,0,114,57,-9.842718584,-9.023647607,-9.355657556,5.31E-05,5.98E-05,7.55E-05,0.00010734,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope8,1960,3,100,0.003567777,-9.546239355,0.003567827,0.003567827,32.99996163,0.144329425,,,-9.788305562,0.003244979,0.0001,33,0,114,57,-9.842718584,-9.023647607,-9.355657556,5.31E-05,5.98E-05,7.55E-05,0.00010734,0,1,113,114,2022-06,2024-16,TRUE,5.699286106,690,22,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2022_06,linear,1970,0,115,-0.002139681,-9.724555634,,,,0.198789402,linear_fit_t_mean=57.000000,,,,,,0,114,57,-10.29908509,-9.272787765,-9.734299172,6.25E-05,6.97E-05,4.60E-05,6.05E-05,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_success,1970,0,115,-0.002139681,-9.504525999,-0.025865323,-0.001110154,7.209712254,0.196201477,,,-9.61994886,0.109268952,0.001,38,0,114,57,-10.29908509,-9.272787765,-9.734299172,6.25E-05,6.97E-05,4.60E-05,6.05E-05,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_lm,1970,0,115,-0.002139681,-9.599741259,-0.003788143,0.734438634,19709.33652,0.197046011,,,-9.61994886,0.109268952,0.001,38,0,114,57,-10.29908509,-9.272787765,-9.734299172,6.25E-05,6.97E-05,4.60E-05,6.05E-05,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope8,1970,0,115,-0.002139681,-9.566461434,-0.005449984,-0.000517914,38.00012721,0.197345538,,,-9.567306691,-0.006170539,0.007273285,38,0,114,57,-10.29908509,-9.272787765,-9.734299172,6.25E-05,6.97E-05,4.60E-05,6.05E-05,0,1,113,114,2022-06,2024-16,TRUE,9.221814908,470,20,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2022_06,linear,1970,1,87,-0.009271658,-8.981799908,,,,0.509033744,linear_fit_t_mean=57.000000,,,,,,0,114,56.32183908,-9.527702598,-7.91746348,-8.980214983,0.000290951,0.000218261,0.000147232,7.36E-05,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_success,1970,1,87,-0.009271658,-8.173989036,-0.147913173,-0.002260566,5.210910291,0.463042225,,,-8.238005784,-0.287463838,0.001,28.66666667,0,86,43,-9.527702598,-7.91746348,-8.980214983,0.000290951,0.000218261,0.000147232,7.36E-05,0,1,85,86,2022-06,2024-16,,,,,,,,,
2022_06,slope7_lm_invalid_params,1970,1,87,-0.009271658,-8.606839677,-0.015581408,-8.178802071,-34142.22785,,invalid parameters from LM slope7 fit,,-8.238005784,-0.287463838,0.001,28.66666667,0,86,43,-9.527702598,-7.91746348,-8.980214983,0.000290951,0.000218261,0.000147232,7.36E-05,0,1,85,86,2022-06,2024-16,,,,,,,,,
2022_06,slope8,1970,1,87,-0.009271658,-8.408784113,-0.021373093,0.004624551,37.99954617,0.499562366,,,-8.556746121,-0.01403497,0.012511206,38,0,114,56.32183908,-9.527702598,-7.91746348,-8.980214983,0.000290951,0.000218261,0.000147232,7.36E-05,0,1,113,114,2022-06,2024-16,TRUE,17.99035155,295,13,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2022_06,linear,1970,2,115,3.92E-05,-10.1987099,,,,0.215779156,linear_fit_t_mean=57.000000,,,,,,0,114,57,-10.83998279,-9.743598495,-10.18311683,3.52E-05,5.08E-05,2.75E-05,3.14E-05,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_success,1970,2,115,3.92E-05,-10.16607664,-0.001023447,0.312109177,16467.29086,0.215011406,,,-10.17165633,0.367775598,0.001,38,0,114,57,-10.83998279,-9.743598495,-10.18311683,3.52E-05,5.08E-05,2.75E-05,3.14E-05,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_lm_invalid_params,1970,2,115,3.92E-05,-10.16565011,-0.001045318,-4.477150542,-231241.3556,,invalid parameters from LM slope7 fit,,-10.17165633,0.367775598,0.001,38,0,114,57,-10.83998279,-9.743598495,-10.18311683,3.52E-05,5.08E-05,2.75E-05,3.14E-05,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope8,1970,2,115,3.92E-05,-10.19689242,-0.000192906,0.000144046,37.99999576,0.215659626,,,-10.20132052,0.001102142,0.001315546,38,0,114,57,-10.83998279,-9.743598495,-10.18311683,3.52E-05,5.08E-05,2.75E-05,3.14E-05,0,1,113,114,2022-06,2024-16,TRUE,9.738525719,310,14,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,TRUE,TRUE,TRUE,TRUE
2022_06,linear,1970,3,115,0.004631507,-10.39621269,,,,0.231903197,linear_fit_t_mean=57.000000,,,,,,0,114,57,-11.29882837,-9.878402817,-10.38844538,1.24E-05,1.86E-05,1.24E-05,3.26E-05,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_success,1970,3,115,0.004631507,-10.60896657,0.003868726,0.003868793,0.001000589,0.230385961,,,-10.95411698,0.405483689,0.001,38,0,114,57,-11.29882837,-9.878402817,-10.38844538,1.24E-05,1.86E-05,1.24E-05,3.26E-05,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_lm_invalid_params,1970,3,115,0.004631507,-10.73546699,0.008918699,0.009895036,-36.16999516,,invalid parameters from LM slope7 fit,,-10.95411698,0.405483689,0.001,38,0,114,57,-11.29882837,-9.878402817,-10.38844538,1.24E-05,1.86E-05,1.24E-05,3.26E-05,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope8,1970,3,100,0.004631507,-10.58799164,0.003833376,0.003833376,32.99995075,0.230167036,,,-10.83800176,0.002975403,0.0001,33,0,114,57,-11.29882837,-9.878402817,-10.38844538,1.24E-05,1.86E-05,1.24E-05,3.26E-05,0,1,113,114,2022-06,2024-16,FALSE,8.949749606,370,11,ABNORMAL: ,TRUE,TRUE,TRUE,TRUE
2022_06,linear,1980,0,115,-0.001356317,-10.6243865,,,,0.320965834,linear_fit_t_mean=57.000000,,,,,,0,114,57,-11.43124892,-9.821580942,-10.64413186,1.52E-05,2.38E-05,2.17E-05,1.74E-05,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_success,1980,0,115,-0.001356317,-10.57879885,-0.001146201,-0.001146193,0.001,0.320281957,,,-10.69104152,0.452008972,0.001,38,0,114,57,-11.43124892,-9.821580942,-10.64413186,1.52E-05,2.38E-05,2.17E-05,1.74E-05,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_lm,1980,0,115,-0.001356317,-10.61151262,0.000593095,-0.268766515,8793.120444,0.319929738,,,-10.69104152,0.452008972,0.001,38,0,114,57,-11.43124892,-9.821580942,-10.64413186,1.52E-05,2.38E-05,2.17E-05,1.74E-05,0,1,113,114,2022-06,2024-16,,,,,,,,,
2022_06,slope8,1980,0,115,-0.001356317,-10.54663302,-0.001362658,-0.001362651,38.0000063,0.320975543,,,-10.60548764,-0.001146193,0.0001,38,0,114,57,-11.43124892,-9.821580942,-10.64413186,1.52E-05,2.38E-05,2.17E-05,1.74E-05,0,1,113,114,2022-06,2024-16,FALSE,14.62767028,375,8,ABNORMAL: ,TRUE,TRUE,TRUE,TRUE
2022_06,linear,1980,1,62,3.92E-05,-9.85016562,,,,0.403605298,linear_fit_t_mean=57.000000,,,,,,0,114,57.17741935,-9.852404762,-8.464530535,-9.658271793,5.26E-05,5.26E-05,0.00010568,5.28E-05,0,2,112,114,2022-06,2024-16,,,,,,,,,
2022_06,slope7_success,1980,1,62,3.92E-05,-9.602844514,-0.001817461,-0.001817424,0.117904774,0.353477903,,,-9.852352139,5.26E-05,0.001,20.33333333,0,61,30.5,-9.852404762,-8.464530535,-9.658271793,5.26E-05,5.26E-05,0.00010568,5.28E-05,0,1,60,61,2022-06,2024-16,,,,,,,,,
2022_06,slope7_lm_invalid_params,1980,1,62,3.92E-05,-9.746974285,0.012588931,5.905074783,-12493.43889,,invalid parameters from LM slope7 fit,,-9.852352139,5.26E-05,0.001,20.33333333,0,61,30.5,-9.852404762,-8.464530535,-9.658271793,5.26E-05,5.26E-05,0.00010568,5.28E-05,0,1,60,61,2022-06,2024-16,,,,,,,,,
